modified_question,modified_answer,assignment_id,objective,confidence,question,correct_answer,question_type,question_base,evidences,domain,worker_id,evidences_in_min,time_spent,video_link,video_id,time_in_original_video,duration
Where did the tornado happen?,In the desert.,3R2UR8A0IAF7D9M1H9Q82LLMP5TXOJ,Natural disasters. ,very_high,Where did the tornado happen?,In the desert. ,"['Entity', 'Location']",['scene'],"[{0: [52.89, 59.876]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:52.890', '00:59.876']}]",2277.0,https://www.dropbox.com/s/whvc7cv3gtrv0oq/Climate-Change_8-clip-9.mp4?raw=1,Climate-Change_8-clip-9,"{'frames': {'start': '00:09:24.733', 'end': '00:10:26.233'}, 'seconds': {'start': '564.7333333333333', 'end': '626.2333333333333'}, 'split-method': 'auto'}",61.5
Are there any funnel clouds?,Yes.,3R2UR8A0IAF7D9M1H9Q82LLMP5TXOJ,Clouds,very_high,Are there any funnel clouds?,Yes. ,"['Entity', 'Existence']",['scene'],"[{0: [43.372, 49.354]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:43.372', '00:49.354']}]",2277.0,https://www.dropbox.com/s/8x5p7e5tgn5yab4/Skip-Talbot_10-clip-0.mp4?raw=1,Skip-Talbot_10-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:06.767'}, 'seconds': {'start': '0.0', 'end': '66.7667'}, 'split-method': 'auto'}",66.7667
Is there rain?,Yes.,3R2UR8A0IAF7D9M1H9Q82LLMP5TXOJ,Storm,very_high,Is there rain?,Yes. ,"['Existence', 'Motion']",['scene'],"[{0: [34.662, 40.005]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:34.662', '00:40.005']}]",2277.0,https://www.dropbox.com/s/dp2as8x440qpzh8/Skip-Talbot_0-clip-9.mp4?raw=1,Skip-Talbot_0-clip-9,"{'frames': {'start': '00:12:47.900', 'end': '00:14:11.384'}, 'seconds': {'start': '767.9004666666667', 'end': '851.3838666666667'}, 'split-method': 'auto'}",83.48339999999996
Where is the smoke coming from?,Fire.,3R2UR8A0IAF7D9M1H9Q82LLMP5TXOJ,Fire,very_high,Where is the smoke coming from?,Fire. ,"['Existence', 'Motion', 'Spatial relationship']",['scene'],"[{0: [26.228, 28.584]}, {1: [42.248, 46.646]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:26.228', '00:28.584']}, {1: ['00:42.248', '00:46.646']}]",2277.0,https://www.dropbox.com/s/j6a0ndgpjxh5vxf/Disaster-Compilations_2-clip-2.mp4?raw=1,Disaster-Compilations_2-clip-2,"{'frames': {'start': '00:02:01.040', 'end': '00:03:06.480'}, 'seconds': {'start': '121.04', 'end': '186.48'}, 'split-method': 'auto'}",65.43999999999998
Were the forests on fire?,Yes.,3R2UR8A0IAF7D9M1H9Q82LLMP5TXOJ,Natural disasters. ,very_high,Were the forests on fire?,Yes. ,"['Existence', 'Motion']",['scene'],"[{0: [19.828, 23.124]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:19.828', '00:23.124']}]",2277.0,https://www.dropbox.com/s/whvc7cv3gtrv0oq/Climate-Change_8-clip-9.mp4?raw=1,Climate-Change_8-clip-9,"{'frames': {'start': '00:09:24.733', 'end': '00:10:26.233'}, 'seconds': {'start': '564.7333333333333', 'end': '626.2333333333333'}, 'split-method': 'auto'}",61.5
Are the fires in forests?,Yes.,3R2UR8A0IAF7D9M1H9Q82LLMP5TXOJ,People,very_high,Are the fires in forests?,Yes. ,['Location'],['scene'],"[{0: [7.619, 11.429]}, {1: [27.247, 29.851]}, {2: [45.138, 49.092]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:07.619', '00:11.429']}, {1: ['00:27.247', '00:29.851']}, {2: ['00:45.138', '00:49.092']}]",2277.0,https://www.dropbox.com/s/dp27bugy7moem1z/Disaster-Compilations_5-clip-0.mp4?raw=1,Disaster-Compilations_5-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:00.280'}, 'seconds': {'start': '0.0', 'end': '60.28'}, 'split-method': 'auto'}",60.28
Were there people caught in the flooding?,Yes.,3R2UR8A0IAF7D9M1H9Q82LLMP5TXOJ,Natural disasters. ,very_high,Were there people caught in the flooding?,Yes. ,"['Entity', 'Existence', 'Spatial relationship']",['scene'],"[{0: [5.904, 9.84]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:05.904', '00:09.840']}]",2277.0,https://www.dropbox.com/s/whvc7cv3gtrv0oq/Climate-Change_8-clip-9.mp4?raw=1,Climate-Change_8-clip-9,"{'frames': {'start': '00:09:24.733', 'end': '00:10:26.233'}, 'seconds': {'start': '564.7333333333333', 'end': '626.2333333333333'}, 'split-method': 'auto'}",61.5
Is there any lightning?,No,3R2UR8A0IAF7D9M1H9Q82LLMP5TXOJ,Storm,very_high,Is there any lightning?,No,"['Existence', 'Motion']",['scene'],"[{0: [0.0, 83.483]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '01:23.483']}]",2277.0,https://www.dropbox.com/s/dp2as8x440qpzh8/Skip-Talbot_0-clip-9.mp4?raw=1,Skip-Talbot_0-clip-9,"{'frames': {'start': '00:12:47.900', 'end': '00:14:11.384'}, 'seconds': {'start': '767.9004666666667', 'end': '851.3838666666667'}, 'split-method': 'auto'}",83.48339999999996
Are there any tornadoes?,No.,3R2UR8A0IAF7D9M1H9Q82LLMP5TXOJ,Clouds,very_high,Are there any tornadoes?,No.,"['Entity', 'Existence']",['scene'],"[{0: [0.0, 66.767]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '01:06.767']}]",2277.0,https://www.dropbox.com/s/8x5p7e5tgn5yab4/Skip-Talbot_10-clip-0.mp4?raw=1,Skip-Talbot_10-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:06.767'}, 'seconds': {'start': '0.0', 'end': '66.7667'}, 'split-method': 'auto'}",66.7667
Is there any precipitation?,No,3R2UR8A0IAF7D9M1H9Q82LLMP5TXOJ,Clouds,very_high,Is there any precipitation?,No,"['Existence', 'Motion']",['scene'],"[{0: [0.0, 66.767]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '01:06.767']}]",2277.0,https://www.dropbox.com/s/8x5p7e5tgn5yab4/Skip-Talbot_10-clip-0.mp4?raw=1,Skip-Talbot_10-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:06.767'}, 'seconds': {'start': '0.0', 'end': '66.7667'}, 'split-method': 'auto'}",66.7667
Are the fires in cities?,"No, they are in forests.",3R2UR8A0IAF7D9M1H9Q82LLMP5TXOJ,People,very_high,Where are the fires in cities?,No. ,['Location'],['scene'],"[{0: [0.0, 60.28]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '01:00.280']}]",2277.0,https://www.dropbox.com/s/dp27bugy7moem1z/Disaster-Compilations_5-clip-0.mp4?raw=1,Disaster-Compilations_5-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:00.280'}, 'seconds': {'start': '0.0', 'end': '60.28'}, 'split-method': 'auto'}",60.28
Where is the storm?,In a field.,3R2UR8A0IAF7D9M1H9Q82LLMP5TXOJ,Storm,very_high,Where is the storm?,In a field.,"['Existence', 'Location']",['scene'],"[{0: [0.0, 10.619]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:10.619']}]",2277.0,https://www.dropbox.com/s/dp2as8x440qpzh8/Skip-Talbot_0-clip-9.mp4?raw=1,Skip-Talbot_0-clip-9,"{'frames': {'start': '00:12:47.900', 'end': '00:14:11.384'}, 'seconds': {'start': '767.9004666666667', 'end': '851.3838666666667'}, 'split-method': 'auto'}",83.48339999999996
Where are the fires taking place?,nearby cities and highways.,3R2UR8A0IAF7D9M1H9Q82LLMP5TXOJ,Fire,very_high,Where are the fires taking place?,nearby cities and highways. ,['Location'],['scene'],"[{0: [0.0, 7.382]}, {1: [25.6, 30.155]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:07.382']}, {1: ['00:25.600', '00:30.155']}]",2277.0,https://www.dropbox.com/s/j6a0ndgpjxh5vxf/Disaster-Compilations_2-clip-2.mp4?raw=1,Disaster-Compilations_2-clip-2,"{'frames': {'start': '00:02:01.040', 'end': '00:03:06.480'}, 'seconds': {'start': '121.04', 'end': '186.48'}, 'split-method': 'auto'}",65.43999999999998
What types of natural disasters occurred?,"Flooding, wildfires, and tornadoes.",3R2UR8A0IAF7D9M1H9Q82LLMP5TXOJ,Natural disasters. ,very_high,What types of natural disasters occurred?,"Flooding, wildfires, and tornadoes. ","['Existence', 'Motion']",['scene'],"[{0: [0.0, 6.199]}, {1: [20.221, 23.96]}, {2: [49.397, 55.793]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:06.199']}, {1: ['00:20.221', '00:23.960']}, {2: ['00:49.397', '00:55.793']}]",2277.0,https://www.dropbox.com/s/whvc7cv3gtrv0oq/Climate-Change_8-clip-9.mp4?raw=1,Climate-Change_8-clip-9,"{'frames': {'start': '00:09:24.733', 'end': '00:10:26.233'}, 'seconds': {'start': '564.7333333333333', 'end': '626.2333333333333'}, 'split-method': 'auto'}",61.5
What are the people doing?,Attempting to put out fires or get away from them.,3R2UR8A0IAF7D9M1H9Q82LLMP5TXOJ,People,very_high,What are the people doing?,Attempting to put out fires or get away from them. ,['Motion'],['scene'],"[{0: [0.0, 5.594]}, {1: [20.399, 25.221]}, {2: [37.808, 44.221]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:05.594']}, {1: ['00:20.399', '00:25.221']}, {2: ['00:37.808', '00:44.221']}]",2277.0,https://www.dropbox.com/s/dp27bugy7moem1z/Disaster-Compilations_5-clip-0.mp4?raw=1,Disaster-Compilations_5-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:00.280'}, 'seconds': {'start': '0.0', 'end': '60.28'}, 'split-method': 'auto'}",60.28
What are the people doing?,The people are driving.,3RWE2M8QWH9HYYGEDI1OEIY6PSQN0U,Tornado,very_high,What are the people doing?,The people are driving.,['Motion'],['scene'],"[{0: [90.081, 99.912]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['01:30.081', '01:39.912']}]",2399.0,https://www.dropbox.com/s/mxh1j82qiq6mtts/Dan-Robinson_0-clip-2.mp4?raw=1,Dan-Robinson_0-clip-2,"{'frames': {'start': '00:02:30.884', 'end': '00:04:15.922'}, 'seconds': {'start': '150.88408821077203', 'end': '255.9223698754139'}, 'split-method': 'auto'}",105.03828166464186
Are there people nearby?,Yes.,3RWE2M8QWH9HYYGEDI1OEIY6PSQN0U,Tornado,very_high,Are there people nearby?,Yes. ,"['Entity', 'Existence', 'Spatial relationship']",['scene'],"[{0: [41.259, 48.99]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:41.259', '00:48.990']}]",2399.0,https://www.dropbox.com/s/mxh1j82qiq6mtts/Dan-Robinson_0-clip-2.mp4?raw=1,Dan-Robinson_0-clip-2,"{'frames': {'start': '00:02:30.884', 'end': '00:04:15.922'}, 'seconds': {'start': '150.88408821077203', 'end': '255.9223698754139'}, 'split-method': 'auto'}",105.03828166464186
Where did the effects happen?,In a town and on the road.,3RWE2M8QWH9HYYGEDI1OEIY6PSQN0U,Effects of severe weather ,very_high,Where did the effects happen?,In a town and on the road. ,"['Location', 'Spatial relationship']",['scene'],"[{0: [21.158, 27.816]}, {1: [45.987, 52.148]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:21.158', '00:27.816']}, {1: ['00:45.987', '00:52.148']}]",2399.0,https://www.dropbox.com/s/v2r9byw79472w2o/Tornado-Trackers_4-clip-4.mp4?raw=1,Tornado-Trackers_4-clip-4,"{'frames': {'start': '00:04:40.530', 'end': '00:05:58.316'}, 'seconds': {'start': '280.53024999999997', 'end': '358.31629166666664'}, 'split-method': 'auto'}",77.78604166666668
Where is the tornado?,In a farm field,3RWE2M8QWH9HYYGEDI1OEIY6PSQN0U,Weather,very_high,Where is the tornado?,In a farm field,['Location'],['scene'],"[{0: [21.121, 27.721]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:21.121', '00:27.721']}]",2399.0,https://www.dropbox.com/s/xaw3bbhx5bmahqn/Dan-Robinson_10-clip-0.mp4?raw=1,Dan-Robinson_10-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:03.463'}, 'seconds': {'start': '0.0', 'end': '63.46334948207171'}, 'split-method': 'auto'}",63.46334948207171
What types of precipitation are occurring?,Rain and hail.,3RWE2M8QWH9HYYGEDI1OEIY6PSQN0U,Precipitation,very_high,What types of precipitation are occurring?,Rain and hail. ,"['Existence', 'Motion']",['scene'],"[{0: [19.417, 25.043]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:19.417', '00:25.043']}]",2399.0,https://www.dropbox.com/s/vwsyg7i1aaa60j1/Climate-Change_10-clip-14.mp4?raw=1,Climate-Change_10-clip-14,"{'frames': {'start': '00:14:48.833', 'end': '00:15:51.067'}, 'seconds': {'start': '888.8333333333334', 'end': '951.0666666666667'}, 'split-method': 'auto'}",62.23333333333335
What type of weather event is occurring?,Funnel cloud,3RWE2M8QWH9HYYGEDI1OEIY6PSQN0U,Weather Development,very_high,What type of weather event is occurring?,Funnel cloud,"['Entity', 'Existence']",['scene'],"[{0: [7.625, 14.808]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:07.625', '00:14.808']}]",2399.0,https://www.dropbox.com/s/1784lrenliolcd1/Skip-Talbot_6-clip-5.mp4?raw=1,Skip-Talbot_6-clip-5,"{'frames': {'start': '00:06:41.434', 'end': '00:07:50.503'}, 'seconds': {'start': '401.4343666666667', 'end': '470.5033666666667'}, 'split-method': 'auto'}",69.06900000000002
How many tornadoes are there?,One.,3RWE2M8QWH9HYYGEDI1OEIY6PSQN0U,Tornado,very_high,How many tornadoes are there?,One. ,"['Entity', 'Number']",['scene'],"[{0: [0.0, 105.038]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '01:45.038']}]",2399.0,https://www.dropbox.com/s/mxh1j82qiq6mtts/Dan-Robinson_0-clip-2.mp4?raw=1,Dan-Robinson_0-clip-2,"{'frames': {'start': '00:02:30.884', 'end': '00:04:15.922'}, 'seconds': {'start': '150.88408821077203', 'end': '255.9223698754139'}, 'split-method': 'auto'}",105.03828166464186
Does the funnel cloud ever develop into a full tornado?,No,3RWE2M8QWH9HYYGEDI1OEIY6PSQN0U,Weather Development,very_high,Does the funnel cloud ever develop into a full tornado?,No,"['Existence', 'Motion', 'Spatial relationship', 'Temporal relationship']",['scene'],"[{0: [0.0, 69.069]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '01:09.069']}]",2399.0,https://www.dropbox.com/s/1784lrenliolcd1/Skip-Talbot_6-clip-5.mp4?raw=1,Skip-Talbot_6-clip-5,"{'frames': {'start': '00:06:41.434', 'end': '00:07:50.503'}, 'seconds': {'start': '401.4343666666667', 'end': '470.5033666666667'}, 'split-method': 'auto'}",69.06900000000002
Where is the tornado?,In a field.,3RWE2M8QWH9HYYGEDI1OEIY6PSQN0U,Tornado,very_high,Where is the tornado?,In a field. ,"['Entity', 'Location']",['scene'],"[{0: [0.0, 22.52]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:22.520']}]",2399.0,https://www.dropbox.com/s/mxh1j82qiq6mtts/Dan-Robinson_0-clip-2.mp4?raw=1,Dan-Robinson_0-clip-2,"{'frames': {'start': '00:02:30.884', 'end': '00:04:15.922'}, 'seconds': {'start': '150.88408821077203', 'end': '255.9223698754139'}, 'split-method': 'auto'}",105.03828166464186
What effects did the weather have?,"Debris in the air, truck turnover, destruction of buildings.",3RWE2M8QWH9HYYGEDI1OEIY6PSQN0U,Effects of severe weather ,very_high,What effects did the weather have?,"Debris in the air, truck turnover, destruction of buildings. ","['Entity', 'Existence', 'Spatial relationship']",['scene'],"[{0: [0.0, 8.961]}, {1: [29.932, 33.168]}, {2: [36.093, 42.751]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:08.961']}, {1: ['00:29.932', '00:33.168']}, {2: ['00:36.093', '00:42.751']}]",2399.0,https://www.dropbox.com/s/v2r9byw79472w2o/Tornado-Trackers_4-clip-4.mp4?raw=1,Tornado-Trackers_4-clip-4,"{'frames': {'start': '00:04:40.530', 'end': '00:05:58.316'}, 'seconds': {'start': '280.53024999999997', 'end': '358.31629166666664'}, 'split-method': 'auto'}",77.78604166666668
Where is the funnel cloud?,In a field.,3RWE2M8QWH9HYYGEDI1OEIY6PSQN0U,Weather Development,very_high,Where is the funnel cloud?,In a field. ,"['Entity', 'Existence', 'Location']",['scene'],"[{0: [0.0, 7.68]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:07.680']}]",2399.0,https://www.dropbox.com/s/1784lrenliolcd1/Skip-Talbot_6-clip-5.mp4?raw=1,Skip-Talbot_6-clip-5,"{'frames': {'start': '00:06:41.434', 'end': '00:07:50.503'}, 'seconds': {'start': '401.4343666666667', 'end': '470.5033666666667'}, 'split-method': 'auto'}",69.06900000000002
What weather phenomenon occurred?,Rain and high winds.,3RWE2M8QWH9HYYGEDI1OEIY6PSQN0U,Effects of severe weather ,very_high,What weather phenomenon occurred?,Rain and high winds. ,"['Entity', 'Existence', 'Motion']",['scene'],"[{0: [0.0, 7.405]}, {1: [33.106, 39.142]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:07.405']}, {1: ['00:33.106', '00:39.142']}]",2399.0,https://www.dropbox.com/s/v2r9byw79472w2o/Tornado-Trackers_4-clip-4.mp4?raw=1,Tornado-Trackers_4-clip-4,"{'frames': {'start': '00:04:40.530', 'end': '00:05:58.316'}, 'seconds': {'start': '280.53024999999997', 'end': '358.31629166666664'}, 'split-method': 'auto'}",77.78604166666668
What type of weather is happening?,A tornado.,3RWE2M8QWH9HYYGEDI1OEIY6PSQN0U,Weather,very_high,What type of weather is happening?,A tornado. ,['Motion'],['scene'],"[{0: [0.0, 5.788]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:05.788']}]",2399.0,https://www.dropbox.com/s/xaw3bbhx5bmahqn/Dan-Robinson_10-clip-0.mp4?raw=1,Dan-Robinson_10-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:03.463'}, 'seconds': {'start': '0.0', 'end': '63.46334948207171'}, 'split-method': 'auto'}",63.46334948207171
Where is the flooding happening?,In cities.,3RWE2M8QWH9HYYGEDI1OEIY6PSQN0U,Precipitation,very_high,Where is the flooding happening?,In cities. ,['Location'],['scene'],"[{0: [0.0, 5.277]}, {1: [24.844, 29.026]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:05.277']}, {1: ['00:24.844', '00:29.026']}]",2399.0,https://www.dropbox.com/s/vwsyg7i1aaa60j1/Climate-Change_10-clip-14.mp4?raw=1,Climate-Change_10-clip-14,"{'frames': {'start': '00:14:48.833', 'end': '00:15:51.067'}, 'seconds': {'start': '888.8333333333334', 'end': '951.0666666666667'}, 'split-method': 'auto'}",62.23333333333335
Is the precipitation causing flooding?,Yes.,3RWE2M8QWH9HYYGEDI1OEIY6PSQN0U,Precipitation,very_high,Is the precipitation causing flooding?,Yes. ,"['Existence', 'Spatial relationship']",['scene'],"[{0: [0.0, 5.028]}, {1: [22.055, 26.636]}]",Natural Disaster,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:05.028']}, {1: ['00:22.055', '00:26.636']}]",2399.0,https://www.dropbox.com/s/vwsyg7i1aaa60j1/Climate-Change_10-clip-14.mp4?raw=1,Climate-Change_10-clip-14,"{'frames': {'start': '00:14:48.833', 'end': '00:15:51.067'}, 'seconds': {'start': '888.8333333333334', 'end': '951.0666666666667'}, 'split-method': 'auto'}",62.23333333333335
What is the man using the wood he has cut for?,"Towards the end of the video, it shows the man scraping shavings off of smaller pieces of wood to use the shavings to start a fire.",3TK8OJTYM1KXUKT7WU2530TRJ3MVP8,I am curious about what the man is using the wood he has cut for.,moderate,What is the man using the wood he has cut for?,"Towards the end of the video, it shows the man scraping shavings off of smaller pieces of wood to use the shavings to start a fire.",['Reasoning'],['scene'],"[{0: [107.892, 115.892]}, {1: [127.135, 134.27]}]",Human Survival,A3VTSFIMHEWR0L,"[{0: ['01:47.892', '01:55.892']}, {1: ['02:07.135', '02:14.270']}]",2806.0,https://www.dropbox.com/s/l2mlj75bygk79mo/Joe-Robinet_7-clip-0.mp4?raw=1,Joe-Robinet_7-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:02:15.135'}, 'seconds': {'start': '0.0', 'end': '135.135'}, 'split-method': 'auto'}",135.135
Are the man's basic survival needs being met?,"The man has water, food, fire, and shelter so he can now focus on improving his living conditions.",3TK8OJTYM1KXUKT7WU2530TRJ3MVP8,I am wondering if the man's basic survival needs are met.,moderate,Are the man's basic survival needs being met?,"The man has water, food, fire, and shelter so he can now focus on improving his living conditions.","['Existence', 'Reasoning']","['audio', 'scene']","[{0: [16.209, 26.157]}]",Human Survival,A3VTSFIMHEWR0L,"[{0: ['00:16.209', '00:26.157']}]",2806.0,https://www.dropbox.com/s/crywm1zpgnlksz2/Chad-Zuber_5-clip-0.mp4?raw=1,Chad-Zuber_5-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:00.661'}, 'seconds': {'start': '0.0', 'end': '60.6606'}, 'split-method': 'auto'}",60.6606
What are the men using the different sticks for?,"One man is using sticks to place rocks, possibly coal, into the fire; the other man uses a skinny stick to stick into the hollow stick to clean it out; both men use the sticks to poke into the tube-like structure by the fire; and both men tap the sticks with rocks to force something to come out of them.",3TK8OJTYM1KXUKT7WU2530TRJ3MVP8,I am wondering what the men are using the different sticks for.,moderate,What are the men using the different sticks for?,"One man is using sticks to place rocks, possibly coal, into the fire; the other man uses a skinny stick to stick into the hollow stick to clean it out; both men use the sticks to poke into the tube-like structure by the fire; and both men tap the sticks with rocks to force something to come out of them.",['Reasoning'],['scene'],"[{0: [9.17, 20.186]}, {1: [33.346, 46.03]}, {2: [54.664, 65.442]}]",Human Survival,A3VTSFIMHEWR0L,"[{0: ['00:09.170', '00:20.186']}, {1: ['00:33.346', '00:46.030']}, {2: ['00:54.664', '01:05.442']}]",2806.0,https://www.dropbox.com/s/dyot1l740rvhgh8/Survival-Skills-Primitive_2-clip-2.mp4?raw=1,Survival-Skills-Primitive_2-clip-2,"{'frames': {'start': '00:02:05.600', 'end': '00:03:20.033'}, 'seconds': {'start': '125.6', 'end': '200.03333333333333'}, 'split-method': 'auto'}",74.43333333333334
What is the man doing?,"This man is slicing off the spines of a cactus so he can peel the skin to reveal the inside of the cactus, which could further be eaten.",3TK8OJTYM1KXUKT7WU2530TRJ3MVP8,I want to know what the man is doing here.,moderate,What is the man doing?,"This man is slicing off the spines of a cactus so he can peel the skin to reveal the inside of the cactus, which could further be eaten.",['Reasoning'],"['audio', 'scene']","[{0: [8.474, 24.114]}, {1: [56.393, 76.501]}]",Human Survival,A3VTSFIMHEWR0L,"[{0: ['00:08.474', '00:24.114']}, {1: ['00:56.393', '01:16.501']}]",2806.0,https://www.dropbox.com/s/9ap6rzj0nzv74xs/Chad-Zuber_11-clip-1.mp4?raw=1,Chad-Zuber_11-clip-1,"{'frames': {'start': '00:01:00.367', 'end': '00:02:36.667'}, 'seconds': {'start': '60.36666666666667', 'end': '156.66666666666666'}, 'split-method': 'auto'}",96.29999999999998
What is the man doing?,"In the beginning, he is lying under a small shelter next to a fire, then the next scene he is sitting by a fire and then he begins chopping the tip off a branch, and gathering other branches to take back to where he was sitting by the fire.",3TK8OJTYM1KXUKT7WU2530TRJ3MVP8,I want to know about what the man is doing.,moderate,What is the man doing?,"In the beginning, he is lying under a small shelter next to a fire, then the next scene he is sitting by a fire and then he begins chopping the tip off a branch, and gathering other branches to take back to where he was sitting by the fire.",['Reasoning'],['scene'],"[{0: [1.786, 9.846]}, {1: [27.958, 32.141]}, {2: [38.875, 50.661]}]",Human Survival,A3VTSFIMHEWR0L,"[{0: ['00:01.786', '00:09.846']}, {1: ['00:27.958', '00:32.141']}, {2: ['00:38.875', '00:50.661']}]",2806.0,https://www.dropbox.com/s/u6ws16tvnva3ezs/Bertram-Craft_8-clip-5.mp4?raw=1,Bertram-Craft_8-clip-5,"{'frames': {'start': '00:05:03.929', 'end': '00:06:07.701'}, 'seconds': {'start': '303.92862499999995', 'end': '367.7006666666666'}, 'split-method': 'auto'}",63.77204166666667
Does the pilot house get secured by armed men in tactical gear?,Yes the pilot house gets secured by armed men in tactical gear.,3TU5ZICBRD0KJKY9OE6KBRZTDYS8QM,I want to observe how to clear through a ship.,very_high,Does the pilot house get secured by armed men in tactical gear?,Yes the pilot house gets secured by armed men in tactical gear.,"['Existence', 'Motion']",['scene'],"[{0: [49.493, 61.929]}]",Military,A1UXY4UGY259QT,"[{0: ['00:49.493', '01:01.929']}]",3260.0,https://www.dropbox.com/s/ulm2w6jjbk8nvlk/USA-Military-Channel_11-clip-2.mp4?raw=1,USA-Military-Channel_11-clip-2,"{'frames': {'start': '00:02:23.644', 'end': '00:03:25.572'}, 'seconds': {'start': '143.64371105762802', 'end': '205.5723353835183'}, 'split-method': 'auto'}",61.92862432589027
Is ordnance fired in the video?,Yes ordnance is fired in the video.,3TU5ZICBRD0KJKY9OE6KBRZTDYS8QM,I want to learn about stealth aircraft.,very_high,Is ordnance fired in the video?,Yes ordnance is fired in the video. ,"['Existence', 'Motion']","['audio', 'scene']","[{0: [43.01, 45.656]}, {1: [51.534, 61.233]}]",Military,A1UXY4UGY259QT,"[{0: ['00:43.010', '00:45.656']}, {1: ['00:51.534', '01:01.233']}]",3260.0,https://www.dropbox.com/s/bx1mh840yx4z843/Sandboxx_2-clip-2.mp4?raw=1,Sandboxx_2-clip-2,"{'frames': {'start': '00:02:18.800', 'end': '00:03:20.033'}, 'seconds': {'start': '138.8', 'end': '200.03333333333333'}, 'split-method': 'auto'}",61.23333333333332
Is there a ridged-hulled inflatable boat in the video?,Yes there is a ridged-hulled inflatable boat in the video.,3TU5ZICBRD0KJKY9OE6KBRZTDYS8QM,I want to observe how to clear through a ship.,very_high,Is there a ridged-hulled inflatable boat in the video?,Yes there is a ridged-hulled inflatable boat in the video.,['Existence'],['scene'],"[{0: [38.743, 45.778]}]",Military,A1UXY4UGY259QT,"[{0: ['00:38.743', '00:45.778']}]",3260.0,https://www.dropbox.com/s/ulm2w6jjbk8nvlk/USA-Military-Channel_11-clip-2.mp4?raw=1,USA-Military-Channel_11-clip-2,"{'frames': {'start': '00:02:23.644', 'end': '00:03:25.572'}, 'seconds': {'start': '143.64371105762802', 'end': '205.5723353835183'}, 'split-method': 'auto'}",61.92862432589027
Are there anti-aircraft weapons in this video?,Yes there are anti-aircraft weapons in this video.,3TU5ZICBRD0KJKY9OE6KBRZTDYS8QM,I want to learn about stealth aircraft.,very_high,Are there anti-aircraft weapons in this video?,Yes there are anti-aircraft weapons in this video.,['Existence'],['scene'],"[{0: [36.691, 60.499]}]",Military,A1UXY4UGY259QT,"[{0: ['00:36.691', '01:00.499']}]",3260.0,https://www.dropbox.com/s/bx1mh840yx4z843/Sandboxx_2-clip-2.mp4?raw=1,Sandboxx_2-clip-2,"{'frames': {'start': '00:02:18.800', 'end': '00:03:20.033'}, 'seconds': {'start': '138.8', 'end': '200.03333333333333'}, 'split-method': 'auto'}",61.23333333333332
